School Name,School Code,District Name,Number of test takers,Average Score Read,Average Score Math,Average Score Write,Number >= 1500,Percent >= 1500
North Campus Continuation,7617960730275,West Contra Costa Unified,22,324.0,307.0,328.0,0.0,0%
Middle College High,7617960730291,West Contra Costa Unified,68,500.0,526.0,509.0,33.0,48.53%
Vista High (Alternative),7617960730325,West Contra Costa Unified,27,393.0,378.0,404.0,1.0,3.7%
Hercules High,7617960730598,West Contra Costa Unified,196,451.0,454.0,454.0,57.0,29.08%
De Anza Senior High,7617960732164,West Contra Costa Unified,204,399.0,395.0,409.0,26.0,12.75%
El Cerrito Senior High,7617960732941,West Contra Costa Unified,262,444.0,445.0,439.0,77.0,29.39%
Gompers (Samuel) Continuation,7617960733253,West Contra Costa Unified,19,314.0,289.0,312.0,0.0,0%
Kennedy High,7617960733659,West Contra Costa Unified,134,346.0,345.0,348.0,7.0,5.22%
Pinole Valley High,7617960735316,West Contra Costa Unified,246,426.0,417.0,422.0,55.0,22.36%
Richmond High,7617960735902,West Contra Costa Unified,273,357.0,354.0,358.0,11.0,4.03%
Dougherty Valley High,7618040113118,San Ramon Valley Unified,528,604.0,651.0,613.0,457.0,86.55%
California High,7618040730051,San Ramon Valley Unified,435,576.0,606.0,571.0,342.0,78.62%
Venture (Alternative),7618040730218,San Ramon Valley Unified,16,559.0,539.0,523.0,11.0,68.75%
Monte Vista High,7618040734368,San Ramon Valley Unified,362,566.0,591.0,566.0,271.0,74.86%
San Ramon Valley High,7618040736504,San Ramon Valley Unified,383,574.0,587.0,567.0,322.0,84.07%
Tehama eLearning Academy,52105206119671,Tehama County Office of Education,1,,,,,null%
Corning High,52715065231709,Corning Union High,53,478.0,469.0,452.0,17.0,32.08%
Los Molinos High,52715715235106,Los Molinos Unified,20,449.0,445.0,412.0,4.0,20%
Red Bluff High,52716395237201,Red Bluff Joint Union High,84,499.0,526.0,490.0,44.0,52.38%
Southern Trinity High,53738335337423,Southern Trinity Joint Unified,2,,,,,null%
Hayfork High,53750285337407,Mountain Valley Unified,3,,,,,null%
Trinity High,53765135337456,Trinity Alps Unified,30,498.0,490.0,462.0,15.0,50%
University Preparatory High,54105460119602,Tulare County Office of Education,23,514.0,481.0,498.0,13.0,56.52%
La Sierra High,54105465430327,Tulare County Office of Education,0,,,,,null%
Eleanor Roosevelt Community Learning Center,54105466119291,Tulare County Office of Education,5,,,,,null%
Central California Connections Academy,54718030112458,Alpaugh Unified,3,,,,,null%
Alpaugh Junior-Senior High,54718035430301,Alpaugh Unified,6,,,,,null%
Summit Charter Academy,54718370109009,Burton Elementary,10,,,,,null%
Burton Pathways Charter Academy,54718370122705,Burton Elementary,1,,,,,null%
Esperanza High,54718605430095,Cutler-Orosi Joint Unified,0,,,,,null%
Orosi High,54718605433230,Cutler-Orosi Joint Unified,97,412.0,419.0,414.0,11.0,11.34%
Loma Vista Charter,54719930124776,Lindsay Unified,0,,,,,null%
Lindsay Senior High,54719935432414,Lindsay Unified,115,411.0,404.0,415.0,16.0,13.91%
Crescent Valley Public Charter,54721400123273,Stone Corral Elementary,0,,,,,null%
Mission Oak High,54722490116368,Tulare Joint Union High,162,437.0,452.0,435.0,41.0,25.31%
Sierra Vista Charter High,54722490130708,Tulare Joint Union High,0,,,,,null%
Tulare Union High,54722495435409,Tulare Joint Union High,146,460.0,468.0,447.0,37.0,25.34%
Tulare Western High,54722495435466,Tulare Joint Union High,131,451.0,450.0,452.0,31.0,23.66%
Visalia Charter Independent Study,54722560109751,Visalia Unified,11,437.0,422.0,442.0,2.0,18.18%
Visalia Technical Early College,54722560120659,Visalia Unified,0,,,,,null%
Golden West High,54722565430046,Visalia Unified,125,478.0,469.0,468.0,39.0,31.2%
El Diamante High,54722565430368,Visalia Unified,208,480.0,465.0,475.0,76.0,36.54%
Mt. Whitney High,54722565432828,Visalia Unified,132,478.0,478.0,460.0,49.0,37.12%
Redwood High,54722565434527,Visalia Unified,225,497.0,500.0,493.0,106.0,47.11%
Farmersville High,54753255430210,Farmersville Unified,79,399.0,413.0,400.0,6.0,7.59%
Butterfield Charter High,54755230114348,Porterville Unified,0,,,,,null%
Harmony Magnet Academy,54755230116590,Porterville Unified,80,472.0,483.0,464.0,27.0,33.75%
Granite Hills High,54755235430251,Porterville Unified,78,444.0,441.0,433.0,16.0,20.51%
Prospect Education Center,54755235430350,Porterville Unified,0,,,,,null%
Monache High,54755235432786,Porterville Unified,163,458.0,487.0,447.0,56.0,34.36%
Porterville High,54755235434113,Porterville Unified,167,431.0,449.0,442.0,43.0,25.75%
Strathmore High,54755235434931,Porterville Unified,27,393.0,383.0,388.0,3.0,11.11%
Ronald Reagan Academy,54755310102186,Dinuba Unified,0,,,,,null%
Dinuba High,54755315431184,Dinuba Unified,182,422.0,434.0,412.0,28.0,15.38%
Woodlake High,54767945436282,Woodlake Unified,70,443.0,448.0,438.0,13.0,18.57%
Exeter Independent Study (Alternative),54768365430087,Exeter Unified,0,,,,,null%
Exeter Union High,54768365431598,Exeter Unified,72,478.0,486.0,485.0,30.0,41.67%
California Virtual Academy @ Jamestown,55723630100099,Jamestown Elementary,9,,,,,null%
Theodore Bird High,55723895530043,Sonora Union High,1,,,,,null%
Sonora High,55723895536503,Sonora Union High,73,530.0,524.0,514.0,43.0,58.9%
Gold Rush Charter,55724130112276,Summerville Union High,0,,,,,null%
Connections Visual and Performing Arts Academy,55724135530191,Summerville Union High,0,,,,,null%
Summerville High,55724135536750,Summerville Union High,58,504.0,489.0,491.0,25.0,43.1%
Tioga High,55751845530076,Big Oak Flat-Groveland Unified,5,,,,,null%
Don Pedro High,55751845530084,Big Oak Flat-Groveland Unified,3,,,,,null%
Vista Real Charter High,56105610109900,Ventura County Office of Education,3,,,,,null%
River Oaks Academy,56105610122713,Ventura County Office of Education,1,,,,,null%
Fillmore Senior High,56724545632021,Fillmore Unified,84,471.0,493.0,451.0,28.0,33.33%
Golden Valley Charter,56724705630363,Mesa Union Elementary,6,,,,,null%
Academy of Arts and Sciences: Thousand Oaks & Simi,56725040127043,Mupu Elementary,5,,,,,null%
Academy of Arts and Sciences: Oxnard & Ventura,56725040127076,Mupu Elementary,1,,,,,null%
Nordhoff High,56725205634076,Ojai Unified,93,521.0,529.0,505.0,52.0,55.91%
"Architecture, Construction & Engineering Charter H",56725460120634,Oxnard Union High,0,,,,,null%
Condor High,56725460125674,Oxnard Union High,0,,,,,null%
Pacifica High,56725465630389,Oxnard Union High,236,460.0,467.0,454.0,77.0,32.63%
Adolfo Camarillo High,56725465631619,Oxnard Union High,271,530.0,561.0,521.0,184.0,67.9%
Channel Islands High,56725465631742,Oxnard Union High,167,431.0,448.0,432.0,39.0,23.35%
Hueneme High,56725465632849,Oxnard Union High,93,433.0,424.0,432.0,16.0,17.2%
Oxnard High,56725465634548,Oxnard Union High,269,474.0,484.0,469.0,100.0,37.17%
Rio Mesa High,56725465634761,Oxnard Union High,155,485.0,493.0,476.0,65.0,41.94%
Monte Vista,56726035630249,Simi Valley Unified,6,,,,,null%
Santa Susana High,56726035630322,Simi Valley Unified,99,564.0,573.0,556.0,79.0,79.8%
Royal High,56726035635008,Simi Valley Unified,148,520.0,529.0,514.0,90.0,60.81%
Simi Valley High,56726035636188,Simi Valley Unified,193,528.0,551.0,524.0,112.0,58.03%
El Camino High,56726525630298,Ventura Unified,30,563.0,515.0,537.0,23.0,76.67%
Foothill Technology High,56726525630348,Ventura Unified,185,542.0,539.0,530.0,121.0,65.41%
Buena High,56726525630793,Ventura Unified,147,507.0,513.0,489.0,81.0,55.1%
Ventura High,56726525637822,Ventura Unified,192,517.0,519.0,508.0,105.0,54.69%
Century Academy,56737590123349,Conejo Valley Unified,9,,,,,null%
Westlake High,56737595630116,Conejo Valley Unified,389,570.0,592.0,573.0,298.0,76.61%
Newbury Park High,56737595633748,Conejo Valley Unified,396,555.0,570.0,542.0,276.0,69.7%
Thousand Oaks High,56737595637004,Conejo Valley Unified,327,543.0,559.0,540.0,227.0,69.42%
Oak Park High,56738745630132,Oak Park Unified,248,580.0,591.0,586.0,198.0,79.84%
Oak View High,56738745630199,Oak Park Unified,1,,,,,null%
Oak Park Independent,56738745630256,Oak Park Unified,14,519.0,459.0,488.0,6.0,42.86%
IvyTech Charter,56739400121426,Moorpark Unified,0,,,,,null%
The High School at Moorpark College,56739405630371,Moorpark Unified,23,527.0,506.0,519.0,15.0,65.22%
Moorpark High,56739405633250,Moorpark Unified,237,541.0,550.0,533.0,162.0,68.35%
Santa Paula High,56768285635776,Santa Paula Unified,145,416.0,431.0,421.0,17.0,11.72%
Da Vinci Charter Academy,57726780119578,Davis Joint Unified,77,589.0,573.0,558.0,70.0,90.91%
Davis School for Independent Study,57726785730098,Davis Joint Unified,7,,,,,null%
Davis Senior High,57726785732201,Davis Joint Unified,457,596.0,620.0,590.0,386.0,84.46%
Esparto High,57726865732904,Esparto Unified,32,448.0,451.0,449.0,9.0,28.13%
West Sacramento Early College Prep Charter,57726940115329,Washington Unified,8,,,,,null%
River City High,57726945735154,Washington Unified,226,457.0,453.0,443.0,60.0,26.55%
Winters High,57727025738505,Winters Joint Unified,45,487.0,467.0,473.0,16.0,35.56%
Pioneer High,57727100101162,Woodland Joint Unified,149,478.0,476.0,455.0,51.0,34.23%
Woodland Senior High,57727105738802,Woodland Joint Unified,118,477.0,469.0,468.0,44.0,37.29%
Yuba County Career Preparatory Charter,58105875830112,Yuba County Office of Education,0,,,,,null%
Camptonville Academy,58727286115935,Camptonville Elementary,10,,,,,null%
Lindhurst High,58727365830013,Marysville Joint Unified,65,428.0,450.0,423.0,13.0,20%
Lincoln (Abraham) (Alternative),58727365830054,Marysville Joint Unified,0,,,,,null%
Marysville Charter Academy for the Arts,58727365830138,Marysville Joint Unified,29,501.0,494.0,484.0,16.0,55.17%
Marysville High,58727365835202,Marysville Joint Unified,53,489.0,513.0,487.0,24.0,45.28%
Wheatland Union High,58727695838305,Wheatland Union High,54,480.0,475.0,463.0,21.0,38.89%
Castle Rock,8100820830059,Del Norte County Office of Education,4,,,,,null%
Del Norte High,8618200833004,Del Norte County Unified,77,476.0,510.0,464.0,35.0,45.45%
Charter Community School Home Study Academy,9100900930123,El Dorado County Office of Education,16,564.0,550.0,527.0,13.0,81.25%
Oak Ridge High,9618530930081,El Dorado Union High,386,546.0,570.0,542.0,280.0,72.54%
Union Mine High,9618530930164,El Dorado Union High,75,533.0,517.0,498.0,40.0,53.33%
EDUHSD Virtual Academy at Shenandoah,9618530930214,El Dorado Union High,6,,,,,null%
El Dorado High,9618530932756,El Dorado Union High,115,534.0,522.0,516.0,66.0,57.39%
Independence Continuation,9618530934554,El Dorado Union High,1,,,,,null%
Ponderosa High,9618530936302,El Dorado Union High,205,539.0,564.0,527.0,149.0,72.68%
South Tahoe High,9619030937805,Lake Tahoe Unified,107,503.0,502.0,488.0,55.0,51.4%
American River Charter,9737830121566,Black Oak Mine Unified,0,,,,,null%
Golden Sierra Junior Senior High,9737830930073,Black Oak Mine Unified,27,537.0,541.0,514.0,20.0,74.07%
Crescent View West Charter,10101080109991,Fresno County Office of Education,0,,,,,null%
Hume Lake Charter,10101080111682,Fresno County Office of Education,1,,,,,null%
Big Picture High School - Fresno,10101080119628,Fresno County Office of Education,5,,,,,null%
Clovis North High,10621170113555,Clovis Unified,328,524.0,535.0,519.0,193.0,58.84%
Clovis Online Charter,10621170118018,Clovis Unified,9,,,,,null%
Clovis West High,10621171030196,Clovis Unified,335,508.0,526.0,507.0,176.0,52.54%
Enterprise Alternative,10621171030469,Clovis Unified,0,,,,,null%
Buchanan High,10621171030501,Clovis Unified,330,522.0,524.0,507.0,189.0,57.27%
Clovis East High,10621171030683,Clovis Unified,264,467.0,471.0,455.0,90.0,34.09%
Gateway High (Continuation),10621171031004,Clovis Unified,3,,,,,null%
Clovis High,10621171031053,Clovis Unified,313,484.0,492.0,477.0,129.0,41.21%
Coalinga High,10621251031376,Coalinga-Huron Unified,72,465.0,446.0,455.0,24.0,33.33%
Fowler High,10621581032150,Fowler Unified,104,424.0,417.0,423.0,19.0,18.27%
Design Science Early College High,10621660108555,Fresno Unified,74,487.0,502.0,468.0,34.0,45.95%
Sierra Charter,10621660114355,Fresno Unified,8,,,,,null%
University High,10621660114553,Fresno Unified,113,604.0,587.0,593.0,102.0,90.27%
Fresno Academy for Civic and Entrepreneurial Leade,10621660115196,Fresno Unified,10,,,,,null%
Bullard High,10621661030279,Fresno Unified,334,473.0,463.0,460.0,107.0,32.04%
J. E. Young Academic Center,10621661030287,Fresno Unified,0,,,,,null%
Erma Duncan Polytechnical High,10621661030295,Fresno Unified,104,396.0,418.0,389.0,5.0,4.81%
School of Unlimited Learning,10621661030642,Fresno Unified,0,,,,,null%
Sunnyside High,10621661030675,Fresno Unified,421,403.0,411.0,399.0,39.0,9.26%
Carter G. Woodson Public Charter,10621661030840,Fresno Unified,0,,,,,null%
Edison High,10621661031897,Fresno Unified,368,471.0,470.0,458.0,140.0,38.04%
Fresno High,10621661032507,Fresno Unified,144,424.0,428.0,416.0,23.0,15.97%
Herbert Hoover High,10621661032911,Fresno Unified,211,415.0,417.0,401.0,29.0,13.74%
McLane High,10621661034214,Fresno Unified,212,370.0,388.0,376.0,8.0,3.77%
Roosevelt High,10621661035831,Fresno Unified,217,377.0,384.0,379.0,17.0,7.83%
Kingsburg Independent Study High,10622570124727,Kingsburg Joint Union High,0,,,,,null%
Kingsburg High,10622571033695,Kingsburg Joint Union High,112,487.0,481.0,471.0,44.0,39.29%
Orange Cove High,10622650108092,Kings Canyon Joint Unified,56,393.0,395.0,405.0,1.0,1.79%
Dunlap Leadership Academy,10622650116640,Kings Canyon Joint Unified,0,,,,,null%
Mountain View (Alternative),10622651030378,Kings Canyon Joint Unified,1,,,,,null%
Reedley High,10622651035310,Kings Canyon Joint Unified,178,456.0,462.0,448.0,56.0,31.46%
Laton High,10622811033950,Laton Joint Unified,0,,,,,null%
National University Academy - Orange Center,10623310124354,Orange Center,0,,,,,null%
Academy of Arts and Sciences: Fresno,10623310130880,Orange Center,0,,,,,null%
Parlier High,10623641034990,Parlier Unified,78,387.0,398.0,386.0,5.0,6.41%
Ambassador Phillip V. Sanchez Public Charter,10623800124982,Raisin City Elementary,0,,,,,null%
Taft High,10624141030451,Sanger Unified,0,,,,,null%
Hallmark Charter,10624141030766,Sanger Unified,21,475.0,445.0,460.0,7.0,33.33%
Kings River High (Continuation),10624141036086,Sanger Unified,1,,,,,null%
Sanger High,10624141036094,Sanger Unified,287,434.0,446.0,430.0,58.0,20.21%
Selma Independent,10624301030758,Selma Unified,0,,,,,null%
Selma High,10624301036672,Selma Unified,186,434.0,422.0,425.0,32.0,17.2%
West Park Charter Academy,10625396112387,West Park Elementary,0,,,,,null%
Crescent View South Charter,10625470120535,Westside Elementary,0,,,,,null%
Opportunities For Learning - Fresno,10625470127159,Westside Elementary,1,,,,,null%
Firebaugh High,10738091030121,Firebaugh-Las Deltas Unified,84,401.0,373.0,396.0,4.0,4.76%
Central Unified Alternative/Opportunity,10739651030386,Central Unified,0,,,,,null%
Central High East Campus,10739651030626,Central Unified,368,451.0,449.0,449.0,92.0,25%
Kerman High,10739991033430,Kerman Unified,132,434.0,426.0,425.0,21.0,15.91%
Mendota High,10751271030493,Mendota Unified,62,385.0,395.0,378.0,4.0,6.45%
Tranquillity High,10752341037456,Golden Plains Unified,55,375.0,402.0,386.0,4.0,7.27%
Sierra High,10752751036938,Sierra Unified,50,522.0,500.0,501.0,24.0,48%
Riverdale High,10754081035575,Riverdale Joint Unified,69,422.0,424.0,429.0,12.0,17.39%
Caruthers High,10755981030535,Caruthers Unified,72,413.0,422.0,397.0,10.0,13.89%
Elm High,10767780122473,Washington Unified,0,,,,,null%
W. E. B. DuBois Public Charter,10767781030774,Washington Unified,1,,,,,null%
Washington High,10767781038306,Washington Unified,113,392.0,396.0,394.0,6.0,5.31%
Success One!,11101160130724,Glenn County Office of Education,0,,,,,null%
Conservation Corps of Long Beach Gateway Cities Ch,11101160130807,Glenn County Office of Education,0,,,,,null%
William Finch,11101161130103,Glenn County Office of Education,2,,,,,null%
Princeton Junior-Senior High,11626461136209,Princeton Joint Unified,7,,,,,null%
Willows High,11626611132851,Willows Unified,30,459.0,473.0,468.0,9.0,30%
Orland High,11754811135656,Orland Joint Unified,38,498.0,480.0,480.0,13.0,34.21%
Hamilton High,11765621133701,Hamilton Unified,30,456.0,465.0,466.0,11.0,36.67%
